user_id,timestamp,page,action,product_id,product_category,session_id,ip_address,user_agent,duration_seconds,referrer,location,device_type,purchase_amount
user_405,2024-02-10 16:28:12,confirmation,purchase,,,session_6847,192.168.45.164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",445,google,BR,mobile,105.83
user_048,2024-01-16 16:30:32,cart,add_to_cart,,,session_9221,192.168.95.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",546,twitter,CA,mobile,
user_491,2024-01-24 15:41:24,confirmation,purchase,xbox_series_x,phones,session_5176,192.168.94.109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",165,email,BR,tablet,1752.84
user_214,2024-02-19 09:41:40,category,add_to_cart,,,session_5020,192.168.76.173,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",230,google,AU,desktop,
user_397,2024-01-19 18:01:48,category,view,playstation_5,tablets,session_6852,192.168.252.205,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",208,direct,FR,desktop,
user_060,2024-01-01 08:27:09,confirmation,purchase,,,session_1509,192.168.248.37,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",202,affiliate,JP,mobile,1180.59
user_483,2024-02-01 19:36:42,category,login,iphone_14_pro,gaming,session_6033,192.168.75.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",585,direct,UK,mobile,
user_098,2024-01-30 05:29:37,checkout,login,,,session_3858,192.168.129.57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",518,twitter,UK,tablet,
user_307,2024-02-09 21:07:30,login,click,xbox_series_x,accessories,session_8807,192.168.178.143,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",140,facebook,US,mobile,
user_049,2024-01-24 12:58:40,login,click,airpods_pro,phones,session_1539,192.168.51.160,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",207,google,CA,tablet,
user_337,2024-02-15 12:09:00,search,click,,,session_1950,192.168.67.178,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,60,affiliate,UK,mobile,
user_268,2024-02-01 23:27:17,login,search,laptop_dell_xps,electronics,session_5280,192.168.153.100,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",468,twitter,AU,mobile,
user_293,2024-01-24 09:12:36,product_detail,search,xbox_series_x,phones,session_6209,192.168.162.65,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",538,facebook,CA,tablet,
user_340,2024-01-07 03:08:24,search,login,,,session_7142,192.168.179.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,355,email,US,desktop,
user_455,2024-01-12 00:12:12,search,login,xbox_series_x,electronics,session_5162,192.168.51.204,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",450,email,FR,mobile,
user_235,2024-02-21 02:57:40,products,purchase,airpods_pro,computers,session_3871,192.168.241.216,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",479,direct,JP,mobile,
user_010,2024-01-09 19:08:24,cart,view,laptop_dell_xps,phones,session_5072,192.168.157.246,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,270,affiliate,DE,desktop,
user_150,2024-01-20 23:01:54,product_detail,login,samsung_galaxy_s23,phones,session_7911,192.168.83.55,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",42,affiliate,DE,desktop,
user_202,2024-01-29 00:10:59,cart,add_to_cart,iphone_14_pro,electronics,session_8582,192.168.216.212,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,205,google,BR,mobile,
user_447,2024-01-13 09:09:35,login,logout,,,session_9586,192.168.32.218,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",327,instagram,JP,mobile,
user_129,2024-01-06 02:00:45,product_detail,search,,,session_9659,192.168.178.253,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",111,facebook,BR,tablet,
user_341,2024-01-17 07:48:27,products,purchase,kindle_paperwhite,audio,session_2749,192.168.210.180,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,44,instagram,UK,desktop,
user_158,2024-02-04 06:06:56,payment,click,,,session_8431,192.168.126.81,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",130,facebook,US,tablet,
user_320,2024-01-26 04:12:08,home,search,laptop_macbook_pro,audio,session_3296,192.168.116.103,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",426,affiliate,BR,desktop,
user_308,2024-02-27 20:55:54,product_detail,view,kindle_paperwhite,tablets,session_5668,192.168.150.142,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",51,direct,AU,mobile,
user_491,2024-01-08 08:01:38,login,search,,,session_6328,192.168.206.210,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,298,twitter,UK,desktop,
user_002,2024-01-09 18:57:30,payment,click,kindle_paperwhite,phones,session_4375,192.168.3.197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",465,instagram,DE,desktop,
user_058,2024-01-05 00:27:41,cart,remove_from_cart,xbox_series_x,accessories,session_8424,192.168.253.74,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",369,google,JP,desktop,
user_442,2024-02-02 14:23:00,login,view,,,session_4958,192.168.241.126,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",169,twitter,BR,desktop,
user_003,2024-01-26 04:19:18,login,click,sony_wh1000xm4,tablets,session_1023,192.168.122.149,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,396,email,BR,desktop,
user_283,2024-01-13 02:41:36,confirmation,purchase,xbox_series_x,audio,session_9062,192.168.98.44,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",5,twitter,US,tablet,1866.45
user_117,2024-01-04 19:53:45,payment,click,,,session_7372,192.168.102.212,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",388,google,FR,tablet,
user_014,2024-01-12 01:44:18,confirmation,purchase,apple_watch,audio,session_6633,192.168.230.169,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",29,facebook,UK,mobile,604.5
user_178,2024-01-06 19:25:56,product_detail,login,logitech_mx_keys,phones,session_7540,192.168.169.215,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,109,google,US,tablet,
user_236,2024-01-03 01:52:16,confirmation,purchase,,,session_3408,192.168.173.132,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",474,twitter,CA,tablet,251.91
user_397,2024-01-27 02:48:16,payment,click,,,session_2657,192.168.66.146,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",482,direct,FR,tablet,
user_260,2024-01-07 06:39:36,product_detail,click,sony_wh1000xm4,phones,session_7118,192.168.249.242,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,63,affiliate,BR,desktop,
user_102,2024-01-19 17:55:12,search,click,xbox_series_x,computers,session_6719,192.168.254.74,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",295,instagram,JP,tablet,
user_207,2024-03-01 15:22:12,checkout,click,samsung_galaxy_s23,audio,session_2570,192.168.109.234,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",224,direct,FR,desktop,
user_495,2024-01-02 09:10:00,confirmation,purchase,laptop_macbook_pro,gaming,session_4262,192.168.175.112,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",531,direct,AU,mobile,776.03
user_067,2024-01-19 18:11:21,payment,click,laptop_macbook_pro,phones,session_8669,192.168.148.61,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",41,email,BR,mobile,
user_255,2024-02-09 16:25:48,checkout,view,ipad_pro,phones,session_7392,192.168.71.196,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,210,facebook,UK,mobile,
user_093,2024-01-03 05:41:54,login,remove_from_cart,,,session_1003,192.168.105.80,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",532,affiliate,JP,desktop,
user_133,2024-02-16 15:22:00,category,purchase,,,session_6758,192.168.214.202,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",486,affiliate,DE,mobile,
user_223,2024-01-29 18:11:30,category,login,,,session_3022,192.168.224.97,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",81,facebook,BR,desktop,
user_441,2024-01-08 18:26:00,cart,view,,,session_1589,192.168.25.124,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",143,email,CA,tablet,
user_382,2024-02-03 05:18:16,category,login,xbox_series_x,computers,session_6847,192.168.166.167,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",203,twitter,BR,desktop,
user_297,2024-01-03 07:23:36,login,view,airpods_pro,tablets,session_8080,192.168.28.34,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,101,google,US,mobile,
user_347,2024-01-17 09:38:20,confirmation,purchase,laptop_dell_xps,computers,session_8060,192.168.159.49,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",98,direct,JP,mobile,394.8
user_381,2024-01-10 23:42:40,home,view,,,session_6446,192.168.163.199,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",355,affiliate,JP,mobile,
user_106,2024-02-10 20:51:28,payment,click,playstation_5,gaming,session_2509,192.168.225.220,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",238,instagram,FR,tablet,
user_216,2024-02-02 11:46:56,payment,click,kindle_paperwhite,gaming,session_2277,192.168.54.178,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,61,instagram,BR,desktop,
user_128,2024-01-22 14:39:00,login,logout,playstation_5,audio,session_9483,192.168.161.246,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,528,instagram,CA,tablet,
user_006,2024-01-02 03:25:48,payment,click,laptop_dell_xps,audio,session_2552,192.168.220.146,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,589,affiliate,AU,desktop,
user_376,2024-01-16 06:20:48,login,search,iphone_14_pro,audio,session_4978,192.168.242.184,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",220,direct,BR,mobile,
user_177,2024-01-05 00:03:19,products,purchase,,,session_9782,192.168.223.128,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,563,instagram,US,desktop,
user_417,2024-01-10 16:48:54,products,logout,iphone_14_pro,tablets,session_8309,192.168.91.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,367,affiliate,UK,tablet,
user_498,2024-01-18 00:49:39,payment,click,airpods_pro,electronics,session_7752,192.168.32.160,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",388,google,JP,mobile,
user_106,2024-01-14 14:47:35,home,view,xbox_series_x,accessories,session_3440,192.168.119.17,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,28,direct,JP,tablet,
user_293,2024-01-16 17:05:30,confirmation,purchase,,,session_9989,192.168.233.156,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",216,twitter,FR,mobile,1600.68
user_254,2024-01-06 06:58:06,payment,click,,,session_6463,192.168.226.101,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",482,google,UK,tablet,
user_239,2024-01-17 11:57:52,cart,add_to_cart,laptop_dell_xps,gaming,session_1861,192.168.142.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",50,direct,AU,desktop,
user_470,2024-01-08 20:11:42,search,add_to_cart,kindle_paperwhite,gaming,session_1348,192.168.13.184,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",520,google,AU,tablet,
user_169,2024-01-24 03:55:12,products,add_to_cart,xbox_series_x,gaming,session_8430,192.168.46.198,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",384,direct,AU,mobile,
user_251,2024-01-29 06:23:06,checkout,logout,sony_wh1000xm4,computers,session_5122,192.168.152.18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",475,affiliate,BR,tablet,
user_136,2024-01-08 05:43:20,confirmation,purchase,laptop_macbook_pro,electronics,session_4438,192.168.80.219,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",530,affiliate,BR,mobile,867.4
user_008,2024-01-23 07:27:25,home,login,,,session_2773,192.168.73.125,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",220,facebook,UK,mobile,
user_105,2024-01-22 07:27:45,login,login,,,session_3134,192.168.232.124,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",120,twitter,US,mobile,
user_145,2024-01-13 02:00:02,products,add_to_cart,,,session_3137,192.168.254.113,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",491,twitter,DE,tablet,
user_375,2024-01-11 18:27:36,category,remove_from_cart,logitech_mx_keys,audio,session_7660,192.168.239.69,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,267,twitter,AU,tablet,
user_276,2024-02-02 16:08:00,product_detail,click,kindle_paperwhite,phones,session_2581,192.168.131.224,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,505,instagram,JP,mobile,
user_316,2024-01-10 04:01:04,products,logout,apple_watch,electronics,session_6940,192.168.8.235,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",290,direct,CA,mobile,
user_190,2024-01-10 12:02:30,cart,remove_from_cart,samsung_galaxy_s23,audio,session_3365,192.168.11.25,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",438,affiliate,US,tablet,
user_089,2024-01-20 00:44:08,category,login,,,session_2761,192.168.176.155,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",117,affiliate,CA,mobile,
user_273,2024-01-13 23:32:55,confirmation,purchase,kindle_paperwhite,computers,session_5215,192.168.214.190,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",595,direct,BR,desktop,1479.7
user_021,2024-01-02 18:10:40,payment,click,,,session_7196,192.168.63.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,7,direct,CA,mobile,
user_481,2024-01-05 07:19:12,search,view,sony_wh1000xm4,phones,session_6478,192.168.153.38,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",275,google,JP,tablet,
user_376,2024-02-17 11:48:34,confirmation,purchase,,,session_6058,192.168.30.227,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",199,direct,BR,tablet,90.25
user_041,2024-01-30 21:53:20,login,view,logitech_mx_keys,tablets,session_9688,192.168.101.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,77,instagram,DE,tablet,
user_214,2024-01-05 11:27:43,login,view,playstation_5,computers,session_2852,192.168.54.215,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",9,affiliate,DE,mobile,
user_114,2024-01-17 04:22:21,checkout,login,,,session_2550,192.168.222.191,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",134,twitter,CA,desktop,
user_142,2024-01-07 07:58:40,cart,view,logitech_mx_keys,accessories,session_7535,192.168.197.180,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",551,twitter,CA,desktop,
user_163,2024-01-01 12:21:24,product_detail,click,,,session_4949,192.168.16.229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",219,direct,US,tablet,
user_166,2024-01-07 01:15:18,payment,click,laptop_dell_xps,gaming,session_9457,192.168.161.185,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,596,affiliate,CA,tablet,
user_300,2024-01-09 17:31:18,confirmation,purchase,sony_wh1000xm4,electronics,session_1663,192.168.164.199,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",357,facebook,FR,desktop,1419.43
user_342,2024-01-07 09:43:46,product_detail,purchase,logitech_mx_keys,computers,session_2786,192.168.105.34,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",148,affiliate,DE,desktop,
user_368,2024-01-20 14:19:30,search,logout,samsung_galaxy_s23,tablets,session_1632,192.168.116.210,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,427,twitter,US,mobile,
user_348,2024-02-11 01:01:13,search,purchase,,,session_3149,192.168.124.121,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",480,twitter,AU,desktop,
user_045,2024-01-14 23:46:00,payment,click,,,session_8675,192.168.45.241,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,110,affiliate,BR,mobile,
user_158,2024-01-05 21:27:44,confirmation,purchase,sony_wh1000xm4,computers,session_8956,192.168.8.117,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,420,instagram,BR,mobile,1025.93
user_284,2024-01-18 15:06:40,payment,click,airpods_pro,gaming,session_9372,192.168.56.195,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",433,direct,AU,tablet,
user_441,2024-02-08 05:41:52,login,logout,,,session_6956,192.168.65.112,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",102,instagram,BR,mobile,
user_173,2024-01-29 08:14:36,search,add_to_cart,iphone_14_pro,audio,session_6076,192.168.20.66,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,134,google,DE,mobile,
user_186,2024-01-07 07:42:00,products,remove_from_cart,iphone_14_pro,phones,session_9832,192.168.10.221,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",516,google,CA,desktop,
user_379,2024-01-25 16:41:15,products,remove_from_cart,,,session_3240,192.168.126.183,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",151,google,UK,tablet,
user_431,2024-02-04 17:32:33,category,remove_from_cart,kindle_paperwhite,tablets,session_3112,192.168.254.224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",199,google,BR,tablet,
user_424,2024-01-14 08:54:57,products,logout,,,session_9744,192.168.14.93,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,569,affiliate,FR,desktop,
user_341,2024-01-11 13:18:57,cart,remove_from_cart,logitech_mx_keys,gaming,session_5868,192.168.54.31,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,517,google,UK,mobile,
user_179,2024-02-07 23:05:00,login,logout,,,session_3895,192.168.241.128,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",105,google,JP,mobile,
user_432,2024-02-21 07:37:20,search,add_to_cart,apple_watch,gaming,session_7215,192.168.119.73,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,134,google,DE,tablet,
user_242,2024-01-04 14:00:50,cart,view,iphone_14_pro,phones,session_1034,192.168.84.127,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",458,instagram,FR,mobile,
user_369,2024-02-01 00:38:40,products,remove_from_cart,,,session_9956,192.168.155.13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",525,google,AU,mobile,
user_059,2024-02-07 09:56:06,payment,click,,,session_6699,192.168.168.206,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",175,google,CA,desktop,
user_054,2024-01-15 07:48:40,product_detail,purchase,,,session_3194,192.168.159.31,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",326,facebook,BR,mobile,
